shuffle_parameter	ctcf_detection_threshold	mutation_method	chrom	start	end	GC_content
8	8	permute_whole_seq	chrX	168200192	169510912	0.37381591796875
8	8	permute_whole_seq	chr4	26601472	27912192	0.37406768798828127
8	8	permute_whole_seq	chr18	41883648	43194368	0.3742777818891769
8	8	permute_whole_seq	chr19	57186304	58497024	0.37454071044921877
8	8	permute_whole_seq	chr13	53512192	54822912	0.37479324340820314
8	8	permute_whole_seq	chr12	48279552	49590272	0.37503738403320314
8	8	permute_whole_seq	chr10	71641088	72951808	0.37520751953125
8	8	permute_whole_seq	chr3	5294080	6604800	0.3755096435546875
8	8	permute_whole_seq	chr4	101842944	103153664	0.3757354736328125
8	8	permute_whole_seq	chr15	92362752	93673472	0.37596817016601564
8	8	permute_whole_seq	chr14	83124224	84434944	0.376214599609375
8	8	permute_whole_seq	chr18	55263232	56573952	0.3764213562011719
8	8	permute_whole_seq	chr10	62793728	64104448	0.3766693115234375
8	8	permute_whole_seq	chr18	55590912	56901632	0.37691574096679686
8	8	permute_whole_seq	chr15	87775232	89085952	0.37714157104492185
8	8	permute_whole_seq	chr18	52641792	53952512	0.3773765563964844
8	8	permute_whole_seq	chr17	62179328	63490048	0.37754058837890625
8	8	permute_whole_seq	chr16	96751616	98062336	0.3778533935546875
8	8	permute_whole_seq	chr16	45494272	46804992	0.3780815124511719
8	8	permute_whole_seq	chr10	72951808	74262528	0.3783355712890625
8	8	permute_whole_seq	chr12	6410240	7720960	0.37854995727539065
8	8	permute_whole_seq	chr9	62740480	64051200	0.3788017272949219
8	8	permute_whole_seq	chr13	15415296	16726016	0.3790245056152344
8	8	permute_whole_seq	chr11	55803904	57114624	0.379266357421875
8	8	permute_whole_seq	chr3	59891712	61202432	0.37950439453125
8	8	permute_whole_seq	chr15	39866368	41177088	0.3797271728515625
8	8	permute_whole_seq	chr9	24555520	25866240	0.37996902465820315
8	8	permute_whole_seq	chr3	44910592	46221312	0.3802146911621094
8	8	permute_whole_seq	chr1	59461632	60772352	0.3804512023925781
8	8	permute_whole_seq	chr6	6905856	8216576	0.3806144714355469
8	8	permute_whole_seq	chr19	16285696	17596416	0.38091278076171875
8	8	permute_whole_seq	chr13	25608192	26918912	0.38115692138671875
8	8	permute_whole_seq	chr4	17311744	18622464	0.3813507080078125
8	8	permute_whole_seq	chr4	106102784	107413504	0.38162689208984374
8	8	permute_whole_seq	chr4	154658816	155969536	0.3818626403808594
8	8	permute_whole_seq	chrX	84908032	86218752	0.3820991516113281
8	8	permute_whole_seq	chr3	40650752	41961472	0.3823219299316406
8	8	permute_whole_seq	chr6	97073152	98383872	0.3825660705566406
8	8	permute_whole_seq	chr2	41609216	42919936	0.38279571533203127
8	8	permute_whole_seq	chr10	126875648	128186368	0.3830375671386719
8	8	permute_whole_seq	chr5	27252736	28563456	0.3832374572753906
8	8	permute_whole_seq	chr14	67512320	68823040	0.383477783203125
8	8	permute_whole_seq	chr15	22161408	23472128	0.38375015258789064
8	8	permute_whole_seq	chr14	93609984	94920704	0.38398056030273436
8	8	permute_whole_seq	chr9	4288512	5599232	0.3842170715332031
8	8	permute_whole_seq	chr14	26294272	27604992	0.38442001342773435
8	8	permute_whole_seq	chr8	66342912	67653632	0.3846771240234375
8	8	permute_whole_seq	chr6	24348672	25659392	0.3849273681640625
8	8	permute_whole_seq	chr5	97794048	99104768	0.3850883483886719
8	8	permute_whole_seq	chr12	44347392	45658112	0.38538131713867185
8	8	permute_whole_seq	chr9	69621760	70932480	0.3856292724609375
8	8	permute_whole_seq	chr16	74797056	76107776	0.3858489990234375
8	8	permute_whole_seq	chr2	172769280	174080000	0.38610000610351564
8	8	permute_whole_seq	chr3	106110976	107421696	0.3863380432128906
8	8	permute_whole_seq	chr2	66983936	68294656	0.38657608032226565
8	8	permute_whole_seq	chr15	57888768	59199488	0.38680614568945837
8	8	permute_whole_seq	chr15	99899392	101210112	0.3870414733886719
8	8	permute_whole_seq	chr12	117938176	119248896	0.38726959228515623
8	8	permute_whole_seq	chr16	24190976	25501696	0.38751983642578125
8	8	permute_whole_seq	chr1	152195072	153505792	0.3877418518066406
8	8	permute_whole_seq	chr12	43364352	44675072	0.3879508972167969
8	8	permute_whole_seq	chr13	92758016	94068736	0.38820419311523435
8	8	permute_whole_seq	chr16	45166592	46477312	0.38845367431640626
8	8	permute_whole_seq	chr1	69947392	71258112	0.38869552612304686
8	8	permute_whole_seq	chr11	16738304	18049024	0.38891067504882815
8	8	permute_whole_seq	chr19	49076224	50386944	0.3891014099121094
8	8	permute_whole_seq	chr2	113321984	114632704	0.38937911987304685
8	8	permute_whole_seq	chr13	102305792	103616512	0.3896293640136719
8	8	permute_whole_seq	chr14	31537152	32847872	0.3898475646972656
8	8	permute_whole_seq	chr1	29675520	30986240	0.39008331298828125
8	8	permute_whole_seq	chr17	11116544	12427264	0.39034576416015626
8	8	permute_whole_seq	chr16	60895232	62205952	0.3905815124511719
8	8	permute_whole_seq	chrX	137394176	138704896	0.3907966613769531
8	8	permute_whole_seq	chr15	42815488	44126208	0.39105072021484377
8	8	permute_whole_seq	chrX	132014080	133324800	0.3912750244140625
8	8	permute_whole_seq	chr1	30658560	31969280	0.3914939880371094
8	8	permute_whole_seq	chr13	54167552	55478272	0.39174575805664064
8	8	permute_whole_seq	chr7	112044032	113354752	0.3919837951660156
8	8	permute_whole_seq	chr1	76759040	78069760	0.3922233581542969
8	8	permute_whole_seq	chr2	137570304	138881024	0.3924522399902344
8	8	permute_whole_seq	chr4	79493120	80803840	0.3926872253417969
8	8	permute_whole_seq	chr10	24195072	25505792	0.3928993225097656
8	8	permute_whole_seq	chr2	137897984	139208704	0.3931427001953125
8	8	permute_whole_seq	chr5	150165504	151476224	0.393341064453125
8	8	permute_whole_seq	chr13	88825856	90136576	0.39356231689453125
8	8	permute_whole_seq	chr16	31072256	32382976	0.3938621520996094
8	8	permute_whole_seq	chr7	65478656	66789376	0.3941138500858211
8	8	permute_whole_seq	chr12	112150528	113461248	0.39434051513671875
8	8	permute_whole_seq	chr6	133842944	135153664	0.39456710815429685
8	8	permute_whole_seq	chr6	42100736	43411456	0.39481277465820314
8	8	permute_whole_seq	chr1	138588160	139898880	0.39501953125
8	8	permute_whole_seq	chr9	8220672	9531392	0.3952781677246094
8	8	permute_whole_seq	chr8	7358464	8669184	0.39551773071289065
8	8	permute_whole_seq	chr14	102457344	103768064	0.3957550048828125
8	8	permute_whole_seq	chr16	54996992	56307712	0.39598844961556423
8	8	permute_whole_seq	chr3	44255232	45565952	0.3961952209472656
8	8	permute_whole_seq	chr12	101619712	102930432	0.39646072387695314
8	8	permute_whole_seq	chr16	83644416	84955136	0.39669265747070315
8	8	permute_whole_seq	chr6	83765248	85075968	0.39692001342773436
8	8	permute_whole_seq	chr13	115085312	116396032	0.3971748352050781
8	8	permute_whole_seq	chr7	53284864	54595584	0.3973968505859375
8	8	permute_whole_seq	chr7	69083136	70393856	0.39761199951171877
8	8	permute_whole_seq	chr5	66152448	67463168	0.3978752136230469
8	8	permute_whole_seq	chr1	153833472	155144192	0.39810028076171877
8	8	permute_whole_seq	chr7	34869248	36179968	0.39835205078125
8	8	permute_whole_seq	chr1	148162560	149473280	0.3985725402832031
8	8	permute_whole_seq	chr14	80175104	81485824	0.39880523681640623
8	8	permute_whole_seq	chr7	97910784	99221504	0.3990478515625
8	8	permute_whole_seq	chr7	93650944	94961664	0.3992889404296875
8	8	permute_whole_seq	chr6	109524992	110835712	0.39952850341796875
8	8	permute_whole_seq	chr4	76871680	78182400	0.39975509643554685
8	8	permute_whole_seq	chr11	85469184	86779904	0.3999443054199219
8	8	permute_whole_seq	chr2	60758016	62068736	0.40021209716796874
8	8	permute_whole_seq	chr4	12068864	13379584	0.4004692077636719
8	8	permute_whole_seq	chr4	71372800	72683520	0.4007049560546875
8	8	permute_whole_seq	chr1	71913472	73224192	0.40090179443359375
8	8	permute_whole_seq	chr15	93345792	94656512	0.4011762275009183
8	8	permute_whole_seq	chr14	96231424	97542144	0.4013969421386719
8	8	permute_whole_seq	chr2	78125056	79435776	0.4016242980957031
8	8	permute_whole_seq	chr16	24846336	26157056	0.4018821716308594
8	8	permute_whole_seq	chr1	88610816	89921536	0.40198440551757814
8	8	permute_whole_seq	chr3	109715456	111026176	0.4023307800292969
8	8	permute_whole_seq	chr11	49723392	51034112	0.4025856018066406
8	8	permute_whole_seq	chr3	33327104	34637824	0.40281982421875
8	8	permute_whole_seq	chr16	84955136	86265856	0.40304718017578123
8	8	permute_whole_seq	chr1	11192320	12503040	0.40329742431640625
8	8	permute_whole_seq	chr7	111060992	112371712	0.4035346984863281
8	8	permute_whole_seq	chr14	33175552	34486272	0.4037689208984375
8	8	permute_whole_seq	chr9	16691200	18001920	0.40397109985351565
8	8	permute_whole_seq	chr1	83640320	84951040	0.4042327880859375
8	8	permute_whole_seq	chr4	43520000	44830720	0.40447540283203126
8	8	permute_whole_seq	chr2	28766208	30076928	0.4046722412109375
8	8	permute_whole_seq	chr16	53030912	54341632	0.40493316650390626
8	8	permute_whole_seq	chr10	61483008	62793728	0.40517501831054686
8	8	permute_whole_seq	chrX	163612672	164923392	0.40540237426757814
8	8	permute_whole_seq	chr12	48607232	49917952	0.4056243896484375
8	8	permute_whole_seq	chr11	26241024	27551744	0.405889892578125
8	8	permute_whole_seq	chr17	44447744	45758464	0.4061241149902344
8	8	permute_whole_seq	chr10	92278784	93589504	0.40632171630859376
8	8	permute_whole_seq	chr3	111681536	112992256	0.40658416748046877
8	8	permute_whole_seq	chr7	92340224	93650944	0.4067535400390625
8	8	permute_whole_seq	chr13	17381376	18692096	0.40706329345703124
8	8	permute_whole_seq	chr8	41406464	42717184	0.4072074890136719
8	8	permute_whole_seq	chr2	122497024	123807744	0.4075309753417969
8	8	permute_whole_seq	chr10	5083136	6393856	0.407769775390625
8	8	permute_whole_seq	chr9	47544320	48855040	0.4079925537109375
8	8	permute_whole_seq	chr13	52529152	53839872	0.40824127197265625
8	8	permute_whole_seq	chr1	41070592	42381312	0.4084587097167969
8	8	permute_whole_seq	chr11	18376704	19687424	0.408709716796875
8	8	permute_whole_seq	chr18	26636288	27947008	0.4089485168457031
8	8	permute_whole_seq	chr13	6027264	7337984	0.4091827392578125
8	8	permute_whole_seq	chr4	74905600	76216320	0.40941543579101564
8	8	permute_whole_seq	chr6	38338560	39649280	0.4096565246582031
8	8	permute_whole_seq	chr4	98527232	99837952	0.4098907470703125
8	8	permute_whole_seq	chr5	66807808	68118528	0.41012115478515626
8	8	permute_whole_seq	chr5	81334272	82644992	0.4103607177734375
8	8	permute_whole_seq	chr18	47126528	48437248	0.4105812072753906
8	8	permute_whole_seq	chr18	7737344	9048064	0.4107978820800781
8	8	permute_whole_seq	chr4	123523072	124833792	0.41107025146484377
8	8	permute_whole_seq	chr4	109707264	111017984	0.41127471923828124
8	8	permute_whole_seq	chr9	11169792	12480512	0.41154022216796876
8	8	permute_whole_seq	chr8	63721472	65032192	0.41174163818359377
8	8	permute_whole_seq	chr13	29212672	30523392	0.41200790405273435
8	8	permute_whole_seq	chrX	158697472	160008192	0.41224517822265627
8	8	permute_whole_seq	chr11	32870400	34181120	0.41248245239257814
8	8	permute_whole_seq	chr19	14319616	15630336	0.4127047075867887
8	8	permute_whole_seq	chr3	101851136	103161856	0.4129005432128906
8	8	permute_whole_seq	chr6	80160768	81471488	0.41319122314453127
8	8	permute_whole_seq	chr5	44197888	45508608	0.41341629028320315
8	8	permute_whole_seq	chr19	9709568	11020288	0.4136528015136719
8	8	permute_whole_seq	chr16	73486336	74797056	0.41385421752929685
8	8	permute_whole_seq	chr3	46221312	47532032	0.4141212463378906
8	8	permute_whole_seq	chr2	49473536	50784256	0.41435775756835935
8	8	permute_whole_seq	chr8	65359872	66670592	0.4145973205566406
8	8	permute_whole_seq	chr6	96090112	97400832	0.4148368835449219
8	8	permute_whole_seq	chr15	51335168	52645888	0.41507110595703123
8	8	permute_whole_seq	chr7	97255424	98566144	0.41528778076171874
8	8	permute_whole_seq	chr17	9478144	10788864	0.4155311584472656
8	8	permute_whole_seq	chr3	125001728	126312448	0.41576614379882815
8	8	permute_whole_seq	chr16	75124736	76435456	0.4160148620605469
8	8	permute_whole_seq	chr12	59518976	60829696	0.41623382568359374
8	8	permute_whole_seq	chr1	8898560	10209280	0.4164543151855469
8	8	permute_whole_seq	chr1	145418240	146728960	0.4167030334472656
8	8	permute_whole_seq	chr2	48818176	50128896	0.4169581000402495
8	8	permute_whole_seq	chr15	29370368	30681088	0.41717529296875
8	8	permute_whole_seq	chr17	65456128	66766848	0.41742706298828125
8	8	permute_whole_seq	chr11	21981184	23291904	0.41765365600585935
8	8	permute_whole_seq	chr11	87107584	88418304	0.41789093017578127
8	8	permute_whole_seq	chr1	85989376	87300096	0.41812896728515625
8	8	permute_whole_seq	chr16	67260416	68571136	0.41833953857421874
8	8	permute_whole_seq	chr16	28450816	29761536	0.41860198974609375
8	8	permute_whole_seq	chr15	93673472	94984192	0.4188255310058594
8	8	permute_whole_seq	chr4	62709760	64020480	0.4190711975097656
8	8	permute_whole_seq	chr4	106430464	107741184	0.41929168701171876
8	8	permute_whole_seq	chr5	42887168	44197888	0.4195396423339844
8	8	permute_whole_seq	chr1	165015552	166326272	0.41972808837890624
8	8	permute_whole_seq	chr11	112994304	114305024	0.41997756958007815
8	8	permute_whole_seq	chr3	128933888	130244608	0.4202262878417969
8	8	permute_whole_seq	chr15	7075840	8386560	0.42049102783203124
8	8	permute_whole_seq	chr1	28692480	30003200	0.42072372436523436
8	8	permute_whole_seq	chr2	171458560	172769280	0.4209602355957031
8	8	permute_whole_seq	chr1	91559936	92870656	0.4211921691894531
8	8	permute_whole_seq	chr15	59854848	61165568	0.4214195251464844
8	8	permute_whole_seq	chr9	121384960	122695680	0.4216583251953125
8	8	permute_whole_seq	chr11	7745536	9056256	0.4219047546386719
8	8	permute_whole_seq	chr14	8990720	10301440	0.4221199035644531
8	8	permute_whole_seq	chr19	34762752	36073472	0.4222808837890625
8	8	permute_whole_seq	chr10	62466048	63776768	0.42258702679525784
8	8	permute_whole_seq	chr9	50821120	52131840	0.42284317016601564
8	8	permute_whole_seq	chr11	35338240	36648960	0.4230537414550781
8	8	permute_whole_seq	chr2	114960384	116271104	0.42331466674804685
8	8	permute_whole_seq	chr16	7788544	9099264	0.42354583740234375
8	8	permute_whole_seq	chr3	54745088	56055808	0.4237815856933594
8	8	permute_whole_seq	chr1	125339648	126650368	0.4240242004394531
8	8	permute_whole_seq	chr15	80939008	82249728	0.42424468994140624
8	8	permute_whole_seq	chr10	119339008	120649728	0.42448272705078127
8	8	permute_whole_seq	chr15	47075328	48386048	0.4247261047363281
8	8	permute_whole_seq	chr8	49270784	50581504	0.424957275390625
8	8	permute_whole_seq	chr9	81743872	83054592	0.4251686096191406
8	8	permute_whole_seq	chr16	13330432	14641152	0.4254295349121094
8	8	permute_whole_seq	chr15	16918528	18229248	0.42561874389648435
8	8	permute_whole_seq	chr15	97605632	98916352	0.4258735656738281
8	8	permute_whole_seq	chr6	106903552	108214272	0.42612380981445314
8	8	permute_whole_seq	chr17	3655680	4966400	0.42637786865234373
8	8	permute_whole_seq	chr4	19277824	20588544	0.42660064697265626
8	8	permute_whole_seq	chr18	52314112	53624832	0.42683944702148435
8	8	permute_whole_seq	chr6	75245568	76556288	0.42707977294921873
8	8	permute_whole_seq	chr13	42373120	43683840	0.4273094177246094
8	8	permute_whole_seq	chr10	53442560	54753280	0.42754974365234377
8	8	permute_whole_seq	chr10	45821952	47132672	0.4277915954589844
8	8	permute_whole_seq	chr13	92430336	93741056	0.42800064086914064
8	8	permute_whole_seq	chr2	63051776	64362496	0.42826080322265625
8	8	permute_whole_seq	chrX	131358720	132669440	0.4284690856933594
8	8	permute_whole_seq	chr13	83632128	84942848	0.42873382568359375
8	8	permute_whole_seq	chr14	10956800	12267520	0.428961181640625
8	8	permute_whole_seq	chr2	78780416	80091136	0.42918243408203127
8	8	permute_whole_seq	chr15	47730688	49041408	0.4294120788574219
8	8	permute_whole_seq	chr1	111446016	112756736	0.4296607971191406
8	8	permute_whole_seq	chr18	80226304	81537024	0.42990646362304685
8	8	permute_whole_seq	chr6	70985728	72296448	0.43014068603515626
8	8	permute_whole_seq	chr7	124168192	125478912	0.4303680419921875
8	8	permute_whole_seq	chr8	27967488	29278208	0.4306121826171875
8	8	permute_whole_seq	chr1	118130688	119441408	0.43084716796875
8	8	permute_whole_seq	chr2	98967552	100278272	0.4310791015625
8	8	permute_whole_seq	chrX	143118336	144429056	0.43128280639648436
8	8	permute_whole_seq	chr4	101515264	102825984	0.43154220581054686
8	8	permute_whole_seq	chr14	30881792	32192512	0.4317893981933594
8	8	permute_whole_seq	chr5	77074432	78385152	0.43201141357421874
8	8	permute_whole_seq	chr2	27783168	29093888	0.43224258422851564
8	8	permute_whole_seq	chr8	64704512	66015232	0.43249664306640623
8	8	permute_whole_seq	chrX	40753152	42063872	0.432696533203125
8	8	permute_whole_seq	chr4	7153664	8464384	0.43295974731445314
8	8	permute_whole_seq	chr4	128110592	129421312	0.4331662728554816
8	8	permute_whole_seq	chr3	105127936	106438656	0.4334419250488281
8	8	permute_whole_seq	chr1	159772672	161083392	0.4336761474609375
8	8	permute_whole_seq	chr6	127567872	128878592	0.4339134216308594
8	8	permute_whole_seq	chr11	36648960	37959680	0.4341468811035156
8	8	permute_whole_seq	chr5	27908096	29218816	0.4343284606933594
8	8	permute_whole_seq	chr17	50345984	51656704	0.4346153259277344
8	8	permute_whole_seq	chr12	39213056	40523776	0.43484444010415674
8	8	permute_whole_seq	chr9	112654336	113965056	0.4350867926486909
8	8	permute_whole_seq	chr5	138682368	139993088	0.43531646728515627
8	8	permute_whole_seq	chr18	48109568	49420288	0.4355535159742738
8	8	permute_whole_seq	chr4	77854720	79165440	0.43569107055664064
8	8	permute_whole_seq	chr15	9054208	10364928	0.4360054016113281
8	8	permute_whole_seq	chr9	44595200	45905920	0.43626937866210935
8	8	permute_whole_seq	chr11	58025984	59336704	0.43650054931640625
8	8	permute_whole_seq	chr18	27291648	28602368	0.43671722412109376
8	8	permute_whole_seq	chr4	150726656	152037376	0.4369667053222656
8	8	permute_whole_seq	chr15	101210112	102520832	0.43719024658203126
8	8	permute_whole_seq	chr10	9213952	10524672	0.4374366760253906
8	8	permute_whole_seq	chr2	90775552	92086272	0.4376617431640625
8	8	permute_whole_seq	chr8	96290816	97601536	0.43788833618164064
8	8	permute_whole_seq	chr6	36700160	38010880	0.4381500244140625
8	8	permute_whole_seq	chr10	40906752	42217472	0.43832931518554685
8	8	permute_whole_seq	chr1	13158400	14469120	0.4386177062988281
8	8	permute_whole_seq	chr2	19351552	20662272	0.43885116577148436
8	8	permute_whole_seq	chr10	94900224	96210944	0.43909225463867185
8	8	permute_whole_seq	chr5	71176192	72486912	0.43932647705078126
8	8	permute_whole_seq	chr14	64235520	65546240	0.4395660400390625
8	8	permute_whole_seq	chrX	163284992	164595712	0.4398033142089844
8	8	permute_whole_seq	chr2	68950016	70260736	0.4398796081542969
8	8	permute_whole_seq	chr8	53202944	54513664	0.44024124145507815
8	8	permute_whole_seq	chr15	72114176	73424896	0.4404998779296875
8	8	permute_whole_seq	chr16	66277376	67588096	0.4407386779785156
8	8	permute_whole_seq	chr11	73588736	74899456	0.44097900390625
8	8	permute_whole_seq	chr11	117667840	118978560	0.4411834716796875
8	8	permute_whole_seq	chr6	77539328	78850048	0.4414520263671875
8	8	permute_whole_seq	chr4	125816832	127127552	0.4416694641113281
8	8	permute_whole_seq	chr2	146089984	147400704	0.4418663024902344
8	8	permute_whole_seq	chr10	87691264	89001984	0.4421241760253906
8	8	permute_whole_seq	chr12	70332416	71643136	0.44236068725585936
8	8	permute_whole_seq	chr6	14190592	15501312	0.4426124572753906
8	8	permute_whole_seq	chr1	12175360	13486080	0.44283523559570315
8	8	permute_whole_seq	chr7	109750272	111060992	0.4430938720703125
8	8	permute_whole_seq	chr9	37713920	39024640	0.4433074951171875
8	8	permute_whole_seq	chr2	114632704	115943424	0.4435691833496094
8	8	permute_whole_seq	chr13	9304064	10614784	0.4437873840332031
8	8	permute_whole_seq	chr8	89409536	90720256	0.44403839111328125
8	8	permute_whole_seq	chr15	92690432	94001152	0.4442779541015625
8	8	permute_whole_seq	chr8	45993984	47304704	0.44450912475585935
8	8	permute_whole_seq	chr2	63707136	65017856	0.4447471618652344
8	8	permute_whole_seq	chr3	128278528	129589248	0.44494094848632815
8	8	permute_whole_seq	chr16	83316736	84627456	0.44521560668945315
8	8	permute_whole_seq	chr4	10430464	11741184	0.44544677734375
8	8	permute_whole_seq	chr10	63449088	64759808	0.44566879272460935
8	8	permute_whole_seq	chr3	133756928	135067648	0.4459228515625
8	8	permute_whole_seq	chr1	87300096	88610816	0.44614486694335936
8	8	permute_whole_seq	chr10	20682752	21993472	0.44637451171875
8	8	permute_whole_seq	chr10	9869312	11180032	0.4465476989746094
8	8	permute_whole_seq	chrX	115617792	116928512	0.4468666076660156
8	8	permute_whole_seq	chr12	10670080	11980800	0.44710235595703124
8	8	permute_whole_seq	chr10	110100480	111411200	0.44728851318359375
8	8	permute_whole_seq	chr10	105512960	106823680	0.447564697265625
8	8	permute_whole_seq	chr9	69294080	70604800	0.44777984619140626
8	8	permute_whole_seq	chr13	35790848	37101568	0.4480456909528282
8	8	permute_whole_seq	chr9	11825152	13135872	0.4482307434082031
8	8	permute_whole_seq	chr16	13002752	14313472	0.44849395751953125
8	8	permute_whole_seq	chr1	10209280	11520000	0.44873504638671874
8	8	permute_whole_seq	chr9	59136000	60446720	0.448919677734375
8	8	permute_whole_seq	chr14	109107200	110417920	0.44919509887695314
8	8	permute_whole_seq	chr13	86204416	87515136	0.4494049072265625
8	8	permute_whole_seq	chr18	64679936	65990656	0.4496928017260782
8	8	permute_whole_seq	chr6	21071872	22382592	0.44991607666015626
8	8	permute_whole_seq	chr7	71704576	73015296	0.4500946044921875
8	8	permute_whole_seq	chr1	77742080	79052800	0.45039901733398435
8	8	permute_whole_seq	chr12	32659456	33970176	0.4506317138671875
8	8	permute_whole_seq	chr17	8167424	9478144	0.4508491516113281
8	8	permute_whole_seq	chr3	135067648	136378368	0.45108829581321397
8	8	permute_whole_seq	chr15	58216448	59527168	0.45133056640625
8	8	permute_whole_seq	chr6	91502592	92813312	0.4515647888183594
8	8	permute_whole_seq	chr12	83374080	84684800	0.4517982482910156
8	8	permute_whole_seq	chr7	112371712	113682432	0.45198516845703124
8	8	permute_whole_seq	chr17	86099968	87410688	0.45225830078125
8	8	permute_whole_seq	chr7	66461696	67772416	0.45250473022460935
8	8	permute_whole_seq	chr13	9631744	10942464	0.4526710510253906
8	8	permute_whole_seq	chr15	50679808	51990528	0.4528999328613281
8	8	permute_whole_seq	chr14	122861568	124172288	0.4532157897949219
8	8	permute_whole_seq	chr1	131379200	132689920	0.4534004211425781
8	8	permute_whole_seq	chr19	35745792	37056512	0.45368423461914065
8	8	permute_whole_seq	chr1	100546560	101857280	0.4539337158203125
8	8	permute_whole_seq	chr14	88367104	89677824	0.4541534423828125
8	8	permute_whole_seq	chr7	115648512	116959232	0.45438995361328127
8	8	permute_whole_seq	chr14	38090752	39401472	0.454638671875
8	8	permute_whole_seq	chr18	83859456	85170176	0.4548675537109375
8	8	permute_whole_seq	chr12	82718720	84029440	0.4551109313964844
8	8	permute_whole_seq	chr9	85676032	86986752	0.4553253173828125
8	8	permute_whole_seq	chr9	4616192	5926912	0.45556640625
8	8	permute_whole_seq	chr19	21200896	22511616	0.455780029296875
8	8	permute_whole_seq	chr18	79898624	81209344	0.4560523986816406
8	8	permute_whole_seq	chr3	36448256	37758976	0.45625762939453124
8	8	permute_whole_seq	chr18	62713856	64024576	0.456488037109375
8	8	permute_whole_seq	chr11	113321984	114632704	0.45674591064453124
8	8	permute_whole_seq	chr4	108396544	109707264	0.45691070556640623
8	8	permute_whole_seq	chr7	83501056	84811776	0.4572120666503906
8	8	permute_whole_seq	chr13	16726016	18036736	0.4574577331542969
8	8	permute_whole_seq	chr18	74838016	76148736	0.4576568603515625
8	8	permute_whole_seq	chr10	43200512	44511232	0.45793685913085935
8	8	permute_whole_seq	chr5	12914688	14225408	0.4581596374511719
